Product_ID,Product_Name,Category,Screen_Size,Resolution,Panel_Type,Price_USD,MSRP_USD,Cost_USD,Margin_Percent,Weight_LBS,Dimensions,HDR_Support,Smart_TV,Refresh_Rate,Release_Year,Warranty_Years,Energy_Rating,Stock_Status
LCD-TV-40-03025,"LCD TV 40"" - Model 03025",LCD TV,40,1080p,Laser,535.35,650.77,372.08,30.0,45.9,35.6x20.4x4.5,N/A,Yes,60Hz,2024,5,A+,In Stock
AUDIO-75-03026,"Audio 75"" - Model 03026",Audio,75,1440p,IPS,30.87,36.14,16.88,45.0,71.8,66.8x38.2x4.5,Yes,N/A,120Hz,2024,2,A+++,In Stock
LCD-TV-48-03027,"LCD TV 48"" - Model 03027",LCD TV,48,1080p,LCD,592.14,687.58,412.79,30.0,48.5,42.7x24.5x3.7,Yes,No,N/A,2024,5,A+,Pre-order
OLED-TV-32-03028,"OLED TV 32"" - Model 03028",OLED TV,32,1440p,QLED,1511.9,1927.41,840.29,44.0,38.2,28.5x16.3x4.5,No,Yes,75Hz,2024,1,A+++,In Stock
COMPUTER-MONITOR-80-03029,"Computer Monitor 80"" - Model 03029",Computer Monitor,80,4K UHD,Laser,957.92,1075.73,505.77,47.0,74.4,71.2x40.8x3.7,Yes,N/A,N/A,2024,3,A+++,In Stock
COMPUTER-MONITOR-24-03030,"Computer Monitor 24"" - Model 03030",Computer Monitor,24,4K UHD,VA,351.11,444.21,203.09,42.0,32.4,21.4x12.2x2.3,N/A,N/A,N/A,2024,3,A+,Pre-order
COMMERCIAL-DISPLAY-55-03031,"Commercial Display 55"" - Model 03031",Commercial Display,55,1080p,OLED,1230.04,1583.84,683.88,44.0,56.5,49.0x28.1x2.4,N/A,No,75Hz,2024,3,A++,In Stock
QLED-TV-45-03032,"QLED TV 45"" - Model 03032",QLED TV,45,1080p,QLED,1186.83,1474.68,763.79,36.0,46.8,40.0x22.9x3.3,N/A,No,75Hz,2024,2,B+,In Stock
LCD-TV-32-03033,"LCD TV 32"" - Model 03033",LCD TV,32,1440p,LCD,499.5,596.92,318.5,36.0,36.2,28.5x16.3x4.9,No,Yes,75Hz,2023,5,B+,Pre-order
COMMERCIAL-DISPLAY-43-03034,"Commercial Display 43"" - Model 03034",Commercial Display,43,1440p,IPS,1171.89,1401.27,811.85,31.0,45.5,38.3x21.9x2.9,No,No,240Hz,2024,3,A+++,In Stock
LCD-TV-24-03035,"LCD TV 24"" - Model 03035",LCD TV,24,8K UHD,Laser,472.0,559.87,250.69,47.0,28.5,21.4x12.2x2.8,Yes,Yes,60Hz,2024,5,B+,Limited
PROJECTOR-70-03036,"Projector 70"" - Model 03036",Projector,70,1080p,IPS,751.31,891.2,457.31,39.0,62.3,62.3x35.7x3.1,N/A,N/A,N/A,2024,1,A+++,In Stock
PROJECTOR-43-03037,"Projector 43"" - Model 03037",Projector,43,1080p,DLP,910.26,1050.13,539.5,41.0,48.3,38.3x21.9x2.5,N/A,No,N/A,2023,2,N/A,In Stock
ACCESSORIES-0-03038,Accessories - SKU 03038,Accessories,0,4K UHD,LCD,279.91,336.43,184.73,34.0,7.2,N/A,N/A,N/A,N/A,2024,2,B+,In Stock
ACCESSORIES-0-03039,Accessories - SKU 03039,Accessories,0,8K UHD,LCD,216.82,253.63,116.63,46.0,3.9,N/A,No,No,165Hz,2024,3,N/A,In Stock
COMMERCIAL-DISPLAY-32-03040,"Commercial Display 32"" - Model 03040",Commercial Display,32,8K UHD,LCD,1025.0,1248.84,704.0,31.0,31.6,28.5x16.3x2.6,No,N/A,75Hz,2024,3,A+,In Stock
ACCESSORIES-0-03041,Accessories - SKU 03041,Accessories,0,4K UHD,OLED,179.57,207.07,99.01,45.0,3.5,N/A,No,Yes,120Hz,2023,1,A+,Limited
LCD-TV-65-03042,"LCD TV 65"" - Model 03042",LCD TV,65,1440p,DLP,798.54,904.28,534.09,33.0,63.6,57.9x33.1x3.1,N/A,N/A,120Hz,2023,3,B+,In Stock
AUDIO-80-03043,"Audio 80"" - Model 03043",Audio,80,8K UHD,VA,72.45,85.34,43.82,40.0,71.7,71.2x40.8x2.8,N/A,No,75Hz,2024,3,A+,In Stock
PROJECTOR-48-03044,"Projector 48"" - Model 03044",Projector,48,1080p,VA,1343.9,1738.07,911.37,32.0,45.3,42.7x24.5x3.1,No,N/A,120Hz,2024,3,N/A,Pre-order
QLED-TV-98-03045,"QLED TV 98"" - Model 03045",QLED TV,98,8K UHD,IPS,2068.45,2453.78,1417.71,31.0,92.5,87.2x50.0x3.3,No,No,75Hz,2024,2,A+,Pre-order
PROJECTOR-55-03046,"Projector 55"" - Model 03046",Projector,55,720p,N/A,1799.87,2017.49,992.35,45.0,57.2,49.0x28.1x2.9,Yes,N/A,165Hz,2024,5,A++,In Stock
ACCESSORIES-0-03047,Accessories - SKU 03047,Accessories,0,720p,Laser,257.63,323.6,132.36,49.0,9.3,N/A,No,Yes,144Hz,2024,1,N/A,In Stock
PROJECTOR-48-03048,"Projector 48"" - Model 03048",Projector,48,8K UHD,Laser,1235.14,1476.27,847.95,31.0,49.5,42.7x24.5x2.5,N/A,Yes,120Hz,2024,2,N/A,In Stock
PROJECTOR-32-03049,"Projector 32"" - Model 03049",Projector,32,4K UHD,IPS,560.66,698.6,371.04,34.0,39.9,28.5x16.3x3.5,No,N/A,60Hz,2024,3,A+,In Stock
COMPUTER-MONITOR-40-03050,"Computer Monitor 40"" - Model 03050",Computer Monitor,40,4K UHD,VA,580.74,746.84,316.24,46.0,43.6,35.6x20.4x4.9,N/A,N/A,N/A,2023,3,A+,In Stock
QLED-TV-60-03051,"QLED TV 60"" - Model 03051",QLED TV,60,1080p,LCD,1458.45,1750.36,1014.78,30.0,59.8,53.4x30.6x4.3,Yes,No,240Hz,2024,3,A+++,In Stock
ACCESSORIES-0-03052,Accessories - SKU 03052,Accessories,0,720p,OLED,252.01,324.22,133.72,47.0,8.5,N/A,No,N/A,60Hz,2024,2,A+,Limited
OLED-TV-70-03053,"OLED TV 70"" - Model 03053",OLED TV,70,1080p,LCD,2296.37,2658.0,1404.77,39.0,68.3,62.3x35.7x3.3,No,Yes,75Hz,2024,5,N/A,In Stock
AUDIO-77-03054,"Audio 77"" - Model 03054",Audio,77,8K UHD,DLP,194.35,239.23,116.88,40.0,73.8,68.5x39.3x3.4,N/A,N/A,165Hz,2024,3,A++,In Stock
ACCESSORIES-0-03055,Accessories - SKU 03055,Accessories,0,720p,IPS,212.74,249.81,136.8,36.0,4.9,N/A,Yes,Yes,60Hz,2024,3,N/A,In Stock
COMPUTER-MONITOR-50-03056,"Computer Monitor 50"" - Model 03056",Computer Monitor,50,4K UHD,VA,609.44,789.54,383.92,37.0,45.3,44.5x25.5x3.4,Yes,No,75Hz,2024,1,N/A,In Stock
AUDIO-85-03057,"Audio 85"" - Model 03057",Audio,85,8K UHD,VA,99.63,124.48,51.12,49.0,82.7,75.7x43.4x4.6,N/A,No,240Hz,2024,2,A++,In Stock
AUDIO-55-03058,"Audio 55"" - Model 03058",Audio,55,720p,VA,76.87,98.64,41.41,46.0,55.1,49.0x28.1x3.1,No,N/A,N/A,2024,2,N/A,In Stock
OLED-TV-24-03059,"OLED TV 24"" - Model 03059",OLED TV,24,1080p,LCD,1346.3,1481.87,715.25,47.0,27.8,21.4x12.2x3.3,Yes,No,120Hz,2024,1,B+,In Stock
ACCESSORIES-0-03060,Accessories - SKU 03060,Accessories,0,1080p,Laser,259.02,300.24,130.02,50.0,4.5,N/A,No,No,240Hz,2024,3,A++,In Stock
ACCESSORIES-0-03061,Accessories - SKU 03061,Accessories,0,1440p,OLED,8.64,10.02,5.73,34.0,1.3,N/A,Yes,Yes,144Hz,2024,3,B+,Limited
COMPUTER-MONITOR-77-03062,"Computer Monitor 77"" - Model 03062",Computer Monitor,77,1080p,OLED,979.82,1238.61,576.13,41.0,75.2,68.5x39.3x4.1,N/A,Yes,240Hz,2023,5,A+++,In Stock
LCD-TV-83-03063,"LCD TV 83"" - Model 03063",LCD TV,83,1440p,IPS,838.25,1014.19,426.73,49.0,79.4,73.9x42.3x4.5,Yes,Yes,120Hz,2024,2,B+,In Stock
AUDIO-83-03064,"Audio 83"" - Model 03064",Audio,83,720p,N/A,71.45,89.23,36.37,49.0,79.5,73.9x42.3x3.5,No,Yes,120Hz,2024,3,A+,In Stock
COMMERCIAL-DISPLAY-27-03065,"Commercial Display 27"" - Model 03065",Commercial Display,27,4K UHD,OLED,939.51,1123.86,483.28,49.0,33.2,24.0x13.8x4.4,Yes,Yes,60Hz,2023,1,A+,In Stock
PROJECTOR-75-03066,"Projector 75"" - Model 03066",Projector,75,1080p,LCD,1580.16,1987.73,972.9,38.0,69.5,66.8x38.2x4.2,Yes,No,N/A,2024,2,A+,In Stock
PROJECTOR-75-03067,"Projector 75"" - Model 03067",Projector,75,1440p,DLP,384.03,427.02,229.76,40.0,66.2,66.8x38.2x5.0,N/A,No,N/A,2023,2,A+,In Stock
PROJECTOR-45-03068,"Projector 45"" - Model 03068",Projector,45,8K UHD,N/A,379.87,466.12,257.51,32.0,50.0,40.0x22.9x2.6,Yes,N/A,240Hz,2024,2,N/A,Pre-order
ACCESSORIES-0-03069,Accessories - SKU 03069,Accessories,0,720p,Laser,115.08,136.19,65.07,43.0,9.5,N/A,N/A,Yes,240Hz,2024,2,A+,Limited
AUDIO-27-03070,"Audio 27"" - Model 03070",Audio,27,1080p,LCD,204.81,247.45,127.73,38.0,35.7,24.0x13.8x3.7,No,N/A,75Hz,2023,2,A++,In Stock
COMMERCIAL-DISPLAY-55-03071,"Commercial Display 55"" - Model 03071",Commercial Display,55,1080p,OLED,1245.49,1547.98,709.62,43.0,53.5,49.0x28.1x3.9,Yes,Yes,165Hz,2024,2,A++,Limited
OLED-TV-48-03072,"OLED TV 48"" - Model 03072",OLED TV,48,8K UHD,Laser,1720.3,2053.41,1044.36,39.0,51.5,42.7x24.5x3.7,Yes,No,N/A,2024,1,A+,In Stock
COMPUTER-MONITOR-77-03073,"Computer Monitor 77"" - Model 03073",Computer Monitor,77,1080p,VA,1003.61,1212.32,669.97,33.0,70.2,68.5x39.3x4.2,N/A,Yes,75Hz,2024,2,A+++,In Stock
LCD-TV-24-03074,"LCD TV 24"" - Model 03074",LCD TV,24,4K UHD,DLP,467.51,584.96,313.76,33.0,30.0,21.4x12.2x2.7,No,No,N/A,2023,5,A+++,In Stock
QLED-TV-60-03075,"QLED TV 60"" - Model 03075",QLED TV,60,4K UHD,Laser,1410.37,1747.82,817.44,42.0,62.5,53.4x30.6x2.6,N/A,No,120Hz,2024,3,B+,In Stock
COMPUTER-MONITOR-75-03076,"Computer Monitor 75"" - Model 03076",Computer Monitor,75,8K UHD,IPS,903.75,1062.46,561.86,38.0,73.5,66.8x38.2x2.5,Yes,No,75Hz,2024,2,N/A,Pre-order
COMMERCIAL-DISPLAY-77-03077,"Commercial Display 77"" - Model 03077",Commercial Display,77,8K UHD,DLP,1572.41,1991.85,895.49,43.0,69.7,68.5x39.3x4.7,N/A,Yes,N/A,2024,2,A+,In Stock
COMPUTER-MONITOR-45-03078,"Computer Monitor 45"" - Model 03078",Computer Monitor,45,8K UHD,IPS,609.75,709.59,308.63,49.0,46.8,40.0x22.9x3.3,Yes,N/A,75Hz,2024,2,A+,In Stock
AUDIO-65-03079,"Audio 65"" - Model 03079",Audio,65,4K UHD,QLED,111.16,131.67,60.15,46.0,65.6,57.9x33.1x4.5,Yes,No,120Hz,2024,1,A+++,Limited
PROJECTOR-80-03080,"Projector 80"" - Model 03080",Projector,80,4K UHD,Laser,1439.91,1755.93,816.19,43.0,70.6,71.2x40.8x2.1,No,N/A,240Hz,2023,3,N/A,In Stock
QLED-TV-80-03081,"QLED TV 80"" - Model 03081",QLED TV,80,4K UHD,N/A,1757.55,2098.09,884.14,50.0,76.8,71.2x40.8x3.5,N/A,Yes,75Hz,2024,1,A+,In Stock
OLED-TV-85-03082,"OLED TV 85"" - Model 03082",OLED TV,85,8K UHD,OLED,2485.46,3213.57,1587.35,36.0,82.4,75.7x43.4x4.7,Yes,Yes,60Hz,2024,5,N/A,Pre-order
COMPUTER-MONITOR-48-03083,"Computer Monitor 48"" - Model 03083",Computer Monitor,48,720p,QLED,643.28,817.52,429.98,33.0,50.8,42.7x24.5x3.7,N/A,Yes,165Hz,2023,2,A+++,In Stock
PROJECTOR-83-03084,"Projector 83"" - Model 03084",Projector,83,1440p,LCD,1837.77,2235.44,1048.98,43.0,80.8,73.9x42.3x4.4,N/A,No,120Hz,2024,5,N/A,In Stock
PROJECTOR-40-03085,"Projector 40"" - Model 03085",Projector,40,8K UHD,DLP,1469.71,1657.97,937.69,36.0,40.8,35.6x20.4x2.7,Yes,Yes,240Hz,2023,1,A+++,Pre-order
COMPUTER-MONITOR-65-03086,"Computer Monitor 65"" - Model 03086",Computer Monitor,65,1080p,QLED,850.1,994.16,440.56,48.0,61.4,57.9x33.1x4.8,Yes,Yes,240Hz,2023,1,A++,Limited
PROJECTOR-77-03087,"Projector 77"" - Model 03087",Projector,77,1080p,VA,1078.58,1320.82,615.18,43.0,76.6,68.5x39.3x4.0,No,Yes,75Hz,2024,3,B+,In Stock
AUDIO-48-03088,"Audio 48"" - Model 03088",Audio,48,720p,LCD,176.88,220.78,98.43,44.0,45.4,42.7x24.5x3.3,Yes,No,240Hz,2024,2,B+,In Stock
OLED-TV-32-03089,"OLED TV 32"" - Model 03089",OLED TV,32,8K UHD,VA,1497.65,1683.32,860.54,43.0,39.8,28.5x16.3x3.6,N/A,N/A,N/A,2024,2,N/A,In Stock
ACCESSORIES-0-03090,Accessories - SKU 03090,Accessories,0,1080p,LCD,234.8,278.82,128.66,45.0,9.8,N/A,N/A,N/A,165Hz,2024,2,A+,In Stock
QLED-TV-55-03091,"QLED TV 55"" - Model 03091",QLED TV,55,4K UHD,VA,1358.55,1657.73,713.7,47.0,54.0,49.0x28.1x3.1,Yes,Yes,60Hz,2023,2,B+,In Stock
AUDIO-60-03092,"Audio 60"" - Model 03092",Audio,60,1440p,OLED,258.39,307.81,147.18,43.0,61.7,53.4x30.6x4.1,Yes,N/A,144Hz,2024,1,N/A,Pre-order
AUDIO-77-03093,"Audio 77"" - Model 03093",Audio,77,720p,DLP,102.75,118.45,68.24,34.0,68.9,68.5x39.3x2.2,Yes,Yes,120Hz,2024,3,N/A,In Stock
ACCESSORIES-0-03094,Accessories - SKU 03094,Accessories,0,8K UHD,OLED,218.52,265.69,140.75,36.0,9.1,N/A,N/A,N/A,240Hz,2024,2,A++,In Stock
PROJECTOR-48-03095,"Projector 48"" - Model 03095",Projector,48,8K UHD,QLED,604.99,699.66,323.85,46.0,44.9,42.7x24.5x4.9,N/A,No,75Hz,2024,3,A+++,In Stock
ACCESSORIES-0-03096,Accessories - SKU 03096,Accessories,0,1080p,Laser,151.09,169.56,91.61,39.0,4.7,N/A,N/A,Yes,144Hz,2024,3,B+,In Stock
LCD-TV-98-03097,"LCD TV 98"" - Model 03097",LCD TV,98,1080p,DLP,949.34,1169.9,569.61,40.0,91.3,87.2x50.0x3.2,No,No,75Hz,2024,5,B+,In Stock
ACCESSORIES-0-03098,Accessories - SKU 03098,Accessories,0,1440p,Laser,46.79,58.35,32.56,30.0,0.8,N/A,Yes,Yes,240Hz,2023,1,B+,In Stock
OLED-TV-80-03099,"OLED TV 80"" - Model 03099",OLED TV,80,1080p,DLP,2408.81,3014.12,1457.32,40.0,74.9,71.2x40.8x2.0,N/A,Yes,75Hz,2023,1,B+,In Stock
LCD-TV-80-03100,"LCD TV 80"" - Model 03100",LCD TV,80,1440p,LCD,813.15,922.65,516.95,36.0,73.5,71.2x40.8x3.2,N/A,Yes,N/A,2024,2,A+,In Stock
QLED-TV-43-03101,"QLED TV 43"" - Model 03101",QLED TV,43,720p,VA,1230.49,1416.23,671.12,45.0,42.3,38.3x21.9x2.1,Yes,Yes,165Hz,2024,1,B+,In Stock
AUDIO-55-03102,"Audio 55"" - Model 03102",Audio,55,8K UHD,DLP,259.0,285.34,131.23,49.0,52.7,49.0x28.1x3.1,Yes,No,165Hz,2024,3,A++,In Stock
LCD-TV-43-03103,"LCD TV 43"" - Model 03103",LCD TV,43,8K UHD,LCD,600.66,721.43,388.13,35.0,40.9,38.3x21.9x2.7,No,No,144Hz,2024,1,A+++,In Stock
AUDIO-75-03104,"Audio 75"" - Model 03104",Audio,75,720p,Laser,162.65,198.66,100.47,38.0,65.3,66.8x38.2x3.4,N/A,Yes,240Hz,2024,3,B+,In Stock
COMMERCIAL-DISPLAY-32-03105,"Commercial Display 32"" - Model 03105",Commercial Display,32,720p,N/A,1025.75,1154.83,680.66,34.0,32.7,28.5x16.3x5.0,N/A,N/A,144Hz,2024,5,A+++,Pre-order
COMMERCIAL-DISPLAY-40-03106,"Commercial Display 40"" - Model 03106",Commercial Display,40,1440p,IPS,1176.04,1397.82,733.21,38.0,39.2,35.6x20.4x4.7,No,No,240Hz,2023,1,N/A,Pre-order
COMMERCIAL-DISPLAY-45-03107,"Commercial Display 45"" - Model 03107",Commercial Display,45,4K UHD,N/A,1210.47,1380.11,704.19,42.0,41.8,40.0x22.9x3.5,N/A,No,N/A,2024,3,B+,In Stock
PROJECTOR-24-03108,"Projector 24"" - Model 03108",Projector,24,4K UHD,QLED,1198.73,1499.75,628.61,48.0,26.3,21.4x12.2x4.5,Yes,No,N/A,2024,1,N/A,In Stock
PROJECTOR-24-03109,"Projector 24"" - Model 03109",Projector,24,1080p,N/A,446.16,510.36,240.14,46.0,26.6,21.4x12.2x4.4,Yes,Yes,120Hz,2024,1,A++,In Stock
ACCESSORIES-0-03110,Accessories - SKU 03110,Accessories,0,1080p,VA,326.4,403.91,192.29,41.0,1.3,N/A,Yes,N/A,240Hz,2024,3,A+++,In Stock
LCD-TV-70-03111,"LCD TV 70"" - Model 03111",LCD TV,70,720p,QLED,811.16,1045.92,474.46,42.0,63.7,62.3x35.7x2.4,Yes,Yes,165Hz,2023,1,A++,In Stock
ACCESSORIES-0-03112,Accessories - SKU 03112,Accessories,0,720p,QLED,152.27,172.64,88.82,42.0,9.0,N/A,N/A,No,144Hz,2024,3,B+,In Stock
COMMERCIAL-DISPLAY-48-03113,"Commercial Display 48"" - Model 03113",Commercial Display,48,1440p,OLED,1241.9,1434.67,660.62,47.0,52.0,42.7x24.5x2.1,N/A,Yes,120Hz,2023,1,B+,In Stock
COMMERCIAL-DISPLAY-24-03114,"Commercial Display 24"" - Model 03114",Commercial Display,24,1080p,DLP,851.64,1005.39,592.22,30.0,33.5,21.4x12.2x4.9,Yes,Yes,144Hz,2023,1,A+,Pre-order
PROJECTOR-98-03115,"Projector 98"" - Model 03115",Projector,98,4K UHD,N/A,1736.83,2213.01,1092.4,37.0,89.5,87.2x50.0x4.2,No,N/A,120Hz,2024,1,A++,In Stock
COMMERCIAL-DISPLAY-85-03116,"Commercial Display 85"" - Model 03116",Commercial Display,85,4K UHD,QLED,1700.54,2153.69,978.69,42.0,79.3,75.7x43.4x3.7,N/A,N/A,240Hz,2023,3,A+,In Stock
AUDIO-43-03117,"Audio 43"" - Model 03117",Audio,43,8K UHD,LCD,286.24,360.78,161.22,44.0,47.4,38.3x21.9x3.1,No,N/A,240Hz,2024,3,B+,Limited
OLED-TV-70-03118,"OLED TV 70"" - Model 03118",OLED TV,70,8K UHD,LCD,2168.98,2434.03,1439.84,34.0,64.0,62.3x35.7x3.9,Yes,No,120Hz,2024,3,A+++,In Stock
AUDIO-80-03119,"Audio 80"" - Model 03119",Audio,80,1440p,IPS,232.3,276.1,122.05,47.0,71.6,71.2x40.8x3.3,Yes,N/A,60Hz,2024,2,A+++,In Stock
AUDIO-85-03120,"Audio 85"" - Model 03120",Audio,85,1080p,N/A,139.39,180.93,93.66,33.0,82.1,75.7x43.4x3.2,No,N/A,144Hz,2024,2,N/A,In Stock
QLED-TV-45-03121,"QLED TV 45"" - Model 03121",QLED TV,45,4K UHD,LCD,1141.88,1435.35,578.7,49.0,44.1,40.0x22.9x4.1,No,No,120Hz,2024,2,A++,In Stock
QLED-TV-48-03122,"QLED TV 48"" - Model 03122",QLED TV,48,1080p,IPS,1306.15,1584.2,828.56,37.0,48.8,42.7x24.5x4.2,No,N/A,120Hz,2024,3,A++,In Stock
LCD-TV-80-03123,"LCD TV 80"" - Model 03123",LCD TV,80,1440p,DLP,790.94,916.13,456.56,42.0,76.7,71.2x40.8x2.5,No,Yes,60Hz,2023,2,B+,Limited
COMMERCIAL-DISPLAY-45-03124,"Commercial Display 45"" - Model 03124",Commercial Display,45,720p,N/A,1120.21,1368.15,636.77,43.0,47.4,40.0x22.9x3.8,N/A,Yes,240Hz,2024,3,A+,Limited
PROJECTOR-48-03125,"Projector 48"" - Model 03125",Projector,48,1080p,QLED,1790.79,2057.99,1131.81,37.0,45.3,42.7x24.5x2.4,Yes,Yes,120Hz,2023,3,A++,In Stock
AUDIO-40-03126,"Audio 40"" - Model 03126",Audio,40,4K UHD,IPS,202.08,228.72,116.75,42.0,40.3,35.6x20.4x4.5,N/A,N/A,N/A,2024,1,N/A,In Stock
ACCESSORIES-0-03127,Accessories - SKU 03127,Accessories,0,720p,LCD,305.48,364.45,180.16,41.0,5.8,N/A,N/A,No,144Hz,2024,2,A++,Limited
QLED-TV-65-03128,"QLED TV 65"" - Model 03128",QLED TV,65,1440p,LCD,1445.25,1820.17,896.53,38.0,65.6,57.9x33.1x2.4,No,No,240Hz,2024,3,N/A,Pre-order
AUDIO-75-03129,"Audio 75"" - Model 03129",Audio,75,1080p,IPS,173.01,218.66,98.29,43.0,69.9,66.8x38.2x3.5,No,No,165Hz,2024,5,A+,In Stock
OLED-TV-45-03130,"OLED TV 45"" - Model 03130",OLED TV,45,1080p,LCD,1723.71,2193.8,1176.88,32.0,48.1,40.0x22.9x4.5,No,Yes,165Hz,2023,2,A++,In Stock
LCD-TV-48-03131,"LCD TV 48"" - Model 03131",LCD TV,48,1440p,Laser,597.55,750.85,308.48,48.0,52.4,42.7x24.5x2.3,N/A,No,75Hz,2024,3,B+,Limited
PROJECTOR-50-03132,"Projector 50"" - Model 03132",Projector,50,4K UHD,VA,1030.69,1293.47,549.13,47.0,47.6,44.5x25.5x2.0,No,Yes,75Hz,2024,1,A++,Pre-order
QLED-TV-85-03133,"QLED TV 85"" - Model 03133",QLED TV,85,4K UHD,N/A,1814.4,1996.95,1183.1,35.0,73.3,75.7x43.4x2.3,No,Yes,165Hz,2023,3,A+++,Limited
PROJECTOR-77-03134,"Projector 77"" - Model 03134",Projector,77,1440p,DLP,1362.7,1571.71,771.39,43.0,73.7,68.5x39.3x4.3,N/A,Yes,165Hz,2023,3,N/A,In Stock
OLED-TV-83-03135,"OLED TV 83"" - Model 03135",OLED TV,83,1080p,QLED,2484.37,2931.15,1280.27,48.0,75.8,73.9x42.3x2.1,No,N/A,240Hz,2024,1,B+,Limited
AUDIO-65-03136,"Audio 65"" - Model 03136",Audio,65,1080p,IPS,218.93,262.05,136.3,38.0,61.4,57.9x33.1x4.4,N/A,N/A,144Hz,2024,2,A+++,Limited
LCD-TV-40-03137,"LCD TV 40"" - Model 03137",LCD TV,40,4K UHD,OLED,531.32,607.62,267.96,50.0,46.2,35.6x20.4x2.9,N/A,No,75Hz,2024,5,N/A,In Stock
OLED-TV-77-03138,"OLED TV 77"" - Model 03138",OLED TV,77,1080p,VA,2425.71,2865.07,1432.8,41.0,69.3,68.5x39.3x3.7,N/A,No,120Hz,2024,2,A+++,Limited
COMPUTER-MONITOR-27-03139,"Computer Monitor 27"" - Model 03139",Computer Monitor,27,4K UHD,VA,416.12,529.49,245.19,41.0,36.6,24.0x13.8x4.2,Yes,Yes,75Hz,2024,1,A+,In Stock
PROJECTOR-32-03140,"Projector 32"" - Model 03140",Projector,32,8K UHD,VA,1176.24,1327.75,631.74,46.0,40.3,28.5x16.3x4.5,N/A,N/A,N/A,2023,2,A+++,In Stock
LCD-TV-60-03141,"LCD TV 60"" - Model 03141",LCD TV,60,720p,IPS,692.88,882.63,419.59,39.0,61.6,53.4x30.6x4.8,No,N/A,144Hz,2024,2,N/A,In Stock
AUDIO-60-03142,"Audio 60"" - Model 03142",Audio,60,1440p,LCD,133.84,171.96,86.08,36.0,54.5,53.4x30.6x3.8,N/A,N/A,165Hz,2024,3,A+++,Pre-order
ACCESSORIES-0-03143,Accessories - SKU 03143,Accessories,0,1080p,OLED,163.09,187.74,86.95,47.0,6.4,N/A,Yes,Yes,120Hz,2024,2,A+++,In Stock
AUDIO-40-03144,"Audio 40"" - Model 03144",Audio,40,8K UHD,N/A,182.9,221.8,110.55,40.0,42.1,35.6x20.4x2.8,N/A,Yes,144Hz,2023,3,A+++,In Stock
PROJECTOR-80-03145,"Projector 80"" - Model 03145",Projector,80,1080p,N/A,1836.25,2381.44,931.97,49.0,71.7,71.2x40.8x2.0,No,Yes,165Hz,2023,2,B+,Limited
OLED-TV-27-03146,"OLED TV 27"" - Model 03146",OLED TV,27,1440p,OLED,1389.4,1642.02,774.61,44.0,36.0,24.0x13.8x4.1,Yes,No,165Hz,2024,2,A+,In Stock
LCD-TV-43-03147,"LCD TV 43"" - Model 03147",LCD TV,43,8K UHD,Laser,622.58,790.35,373.5,40.0,47.9,38.3x21.9x4.3,Yes,N/A,60Hz,2023,3,A+,In Stock
AUDIO-83-03148,"Audio 83"" - Model 03148",Audio,83,4K UHD,OLED,113.15,132.58,66.7,41.0,72.6,73.9x42.3x3.3,Yes,N/A,75Hz,2024,5,N/A,In Stock
OLED-TV-98-03149,"OLED TV 98"" - Model 03149",OLED TV,98,4K UHD,LCD,2806.65,3148.33,1764.86,37.0,87.1,87.2x50.0x3.8,Yes,No,60Hz,2023,3,A+,In Stock
COMPUTER-MONITOR-65-03150,"Computer Monitor 65"" - Model 03150",Computer Monitor,65,8K UHD,VA,895.43,1067.63,559.69,37.0,65.6,57.9x33.1x4.1,N/A,Yes,120Hz,2024,1,N/A,Pre-order
PROJECTOR-70-03151,"Projector 70"" - Model 03151",Projector,70,1440p,DLP,1629.46,1915.79,903.05,45.0,68.5,62.3x35.7x3.9,N/A,No,N/A,2024,3,A+++,Limited
PROJECTOR-32-03152,"Projector 32"" - Model 03152",Projector,32,720p,VA,1431.02,1678.77,853.91,40.0,36.6,28.5x16.3x2.7,No,No,165Hz,2024,1,B+,In Stock
AUDIO-70-03153,"Audio 70"" - Model 03153",Audio,70,1080p,N/A,101.69,114.71,53.92,47.0,65.7,62.3x35.7x4.0,No,No,75Hz,2023,3,N/A,In Stock
QLED-TV-83-03154,"QLED TV 83"" - Model 03154",QLED TV,83,1440p,LCD,1826.75,2085.26,1231.77,33.0,79.8,73.9x42.3x2.8,Yes,N/A,120Hz,2024,3,N/A,Pre-order
ACCESSORIES-0-03155,Accessories - SKU 03155,Accessories,0,8K UHD,Laser,191.53,222.07,130.47,32.0,1.5,N/A,Yes,N/A,165Hz,2023,1,A+++,Pre-order
QLED-TV-40-03156,"QLED TV 40"" - Model 03156",QLED TV,40,8K UHD,VA,1189.05,1319.4,630.37,47.0,46.6,35.6x20.4x2.7,Yes,Yes,240Hz,2024,5,B+,Limited
COMPUTER-MONITOR-45-03157,"Computer Monitor 45"" - Model 03157",Computer Monitor,45,720p,DLP,631.65,796.82,361.52,43.0,48.9,40.0x22.9x2.4,Yes,N/A,75Hz,2024,3,A+++,Limited
OLED-TV-77-03158,"OLED TV 77"" - Model 03158",OLED TV,77,8K UHD,DLP,2429.75,2979.13,1415.36,42.0,72.2,68.5x39.3x2.9,N/A,N/A,120Hz,2024,2,A++,Limited
COMMERCIAL-DISPLAY-27-03159,"Commercial Display 27"" - Model 03159",Commercial Display,27,720p,IPS,964.15,1185.24,628.73,35.0,30.8,24.0x13.8x3.3,Yes,N/A,60Hz,2023,3,A+,In Stock
